CPUs|Ambiente|Tempo_Nativo|Tempo_Nativo1|Tempo_Nativo2|Tempo_Nativo3|Tempo_Nativo4|Tempo_Nativo5
1|Nativo|105.14423333333333|106.19567566666667|107.247118|108.29856033333334|109.35000266666667|110.40144500000001
2|Nativo|52.62153333333333|53.147748666666665|53.673964|54.20017933333333|54.726394666666664|55.252610000000004
4|Nativo|26.306216666666668|26.569278833333335|26.832341000000003|27.095403166666667|27.358465333333335|27.621527500000003
8|Nativo|13.149976666666667|13.281476433333333|13.412976200000001|13.544475966666667|13.675975733333335|13.8074755
10|Nativo|10.540943333333333|10.646352766666666|10.7517622|10.857171633333333|10.962581066666667|11.0679905
16|Nativo|6.6053|6.671353|6.737406|6.803459|6.869512|6.935565
20|Nativo|5.354003333333333|5.407543366666666|5.4610834|5.514623433333333|5.568163466666666|5.6217035
32|Nativo|4.130503333333333|4.171808366666667|4.2131134|4.254418433333334|4.295723466666667|4.337028500000001
40|Nativo|3.6294766666666667|3.6657714333333336|3.7020662|3.738360966666667|3.7746557333333333|3.8109505
